application_id,customer_id,applied_at,credit_check_at,decision,decided_at,card_issued_at,requested_credit_limit,approved_credit_limit,created_at,updated_at
app_omyi4ofa,cust_i3netxxp,2022-01-24,2022-01-24,approved,2022-01-24,2022-01-31,5000,500,2022-01-24,2022-01-24
app_enm12bbc,cust_viexgobz,2024-06-28,2024-06-28,approved,2024-06-28,2024-07-04,3000,1000,2024-06-28,2024-06-28
app_5qs6y9h2,cust_7xjjw8bk,2023-08-09,2023-08-09,approved,2023-08-10,2023-08-13,3000,500,2023-08-09,2023-08-10
app_8omv9fja,cust_wetowtk4,2023-08-27,2023-08-28,approved,2023-08-29,2023-09-02,1500,500,2023-08-27,2023-08-29
app_kwdkv2dd,cust_yfrrloa8,2024-04-19,2024-04-19,approved,2024-04-20,2024-04-23,3000,500,2024-04-19,2024-04-20
app_lb6120og,cust_aqx16oem,2022-06-04,2022-06-04,rejected,2022-06-05,,3000,,2022-06-04,2022-06-05
app_hgyzphqc,cust_ci08p3lb,2024-12-21,2024-12-21,approved,2024-12-21,2024-12-28,1500,1000,2024-12-21,2024-12-21
app_a766d931,cust_ilpjz80n,2022-07-22,2022-07-22,rejected,2022-07-24,,2000,,2022-07-22,2022-07-24
app_m0og9cb8,cust_lqu017wt,2024-07-06,2024-07-06,rejected,2024-07-06,,2000,,2024-07-06,2024-07-06
app_wp2yjoj2,cust_l5thlvjy,2024-08-02,2024-08-02,approved,2024-08-03,2024-08-08,1500,2000,2024-08-02,2024-08-03
app_3s87solh,cust_89y42dj4,2022-07-27,2022-07-27,rejected,2022-07-27,,2000,,2022-07-27,2022-07-27
app_o0l4jiix,cust_g3yvr2eu,2024-04-15,2024-04-15,approved,2024-04-16,2024-04-21,2000,1000,2024-04-15,2024-04-16
app_k6p9hbst,cust_tmfeyady,2022-01-09,2022-01-09,approved,2022-01-10,2022-01-13,5000,1000,2022-01-09,2022-01-10
app_uhf4nii4,cust_khkxvs6a,2024-09-21,2024-09-21,rejected,2024-09-22,,1000,,2024-09-21,2024-09-22
app_lg3ua59g,cust_eo6ppywh,2023-04-26,2023-04-26,approved,2023-04-26,2023-04-30,1500,1500,2023-04-26,2023-04-26
app_hx1xhqrj,cust_hf1pw26r,2024-09-13,2024-09-13,rejected,2024-09-14,,5000,,2024-09-13,2024-09-14
app_5b17vyxn,cust_skwd3x2k,2022-05-09,2022-05-09,approved,2022-05-10,2022-05-16,3000,1500,2022-05-09,2022-05-10
app_nkz0asoi,cust_2ngqeua7,2022-12-21,2022-12-21,rejected,2022-12-21,,3000,,2022-12-21,2022-12-21
app_i6euqp2x,cust_shv1y04z,2022-07-04,2022-07-04,approved,2022-07-05,2022-07-12,2000,2000,2022-07-04,2022-07-05
app_zxuretj3,cust_neftz53c,2022-08-05,2022-08-05,approved,2022-08-06,2022-08-11,5000,1000,2022-08-05,2022-08-06
app_wlmlrtet,cust_zgq095eg,2024-12-25,2024-12-25,approved,2024-12-25,2024-12-31,3000,1500,2024-12-25,2024-12-25
app_wvlp1cxe,cust_wmz0zcss,2022-10-29,2022-10-29,rejected,2022-10-29,,500,,2022-10-29,2022-10-29
app_jlm5dqg6,cust_cx9knbz9,2023-02-15,2023-02-15,rejected,2023-02-16,,5000,,2023-02-15,2023-02-16
app_8a5tbimk,cust_9v98o1lp,2024-06-29,2024-06-29,rejected,2024-06-30,,500,,2024-06-29,2024-06-30
app_5x1ybrck,cust_iaw7foe4,2022-05-16,2022-05-16,rejected,2022-05-16,,5000,,2022-05-16,2022-05-16
app_qct2fzth,cust_pmlqs8lx,2024-12-18,2024-12-18,approved,2024-12-19,2024-12-22,1000,1500,2024-12-18,2024-12-19
app_c4vprrsz,cust_d8jpabsm,2024-05-03,2024-05-03,approved,2024-05-04,2024-05-07,1500,1500,2024-05-03,2024-05-04
app_naysjf3f,cust_otpsilqb,2022-06-10,2022-06-10,approved,2022-06-11,2022-06-15,5000,1500,2022-06-10,2022-06-11
app_j3qngwoe,cust_3j6sog2l,2022-05-07,2022-05-07,rejected,2022-05-08,,1500,,2022-05-07,2022-05-08
app_locgkrli,cust_kcjuvpcv,2024-10-14,2024-10-14,approved,2024-10-14,2024-10-17,1500,1000,2024-10-14,2024-10-14
app_c3j0bhqh,cust_j9tdnvsk,2022-04-02,2022-04-02,rejected,2022-04-03,,500,,2022-04-02,2022-04-03
app_wed3dykx,cust_4aglbd0x,2024-08-28,2024-08-28,approved,2024-08-29,2024-09-02,2000,500,2024-08-28,2024-08-29
app_rwavc16g,cust_kq4ksd9g,2022-01-20,2022-01-20,approved,2022-01-20,2022-01-25,1500,2000,2022-01-20,2022-01-20
app_6696ja5t,cust_yn9t61qs,2023-09-18,2023-09-18,rejected,2023-09-18,,3000,,2023-09-18,2023-09-18
app_3wmn91um,cust_ot477iqf,2024-09-19,2024-09-19,approved,2024-09-19,2024-09-22,1000,2000,2024-09-19,2024-09-19
app_debw0igq,cust_gq3cz29l,2023-07-20,2023-07-20,approved,2023-07-20,2023-07-24,1500,2000,2023-07-20,2023-07-20
app_3vljuupw,cust_t39uzc2p,2023-10-13,2023-10-13,approved,2023-10-13,2023-10-20,5000,1500,2023-10-13,2023-10-13
app_pvphho68,cust_ty40qcul,2022-05-08,2022-05-08,approved,2022-05-09,2022-05-15,5000,2000,2022-05-08,2022-05-09
app_b79q60cd,cust_ootstpha,2022-12-06,2022-12-06,approved,2022-12-06,2022-12-13,1000,1500,2022-12-06,2022-12-06
app_4o1dirlp,cust_yg72vwmd,2022-08-16,2022-08-16,rejected,2022-08-17,,3000,,2022-08-16,2022-08-17
app_70ozhu6z,cust_x1se3xr6,2024-03-24,2024-03-24,approved,2024-03-24,2024-03-27,3000,2000,2024-03-24,2024-03-24
app_jmubd154,cust_vh2vft6i,2024-12-09,2024-12-09,approved,2024-12-09,2024-12-15,5000,500,2024-12-09,2024-12-09
app_kfvxzn5m,cust_bzbrqw52,2023-04-12,2023-04-12,rejected,2023-04-13,,3000,,2023-04-12,2023-04-13
app_l208prn6,cust_p014x5dl,2022-04-03,2022-04-03,approved,2022-04-04,2022-04-09,1000,500,2022-04-03,2022-04-04
app_z51biq3r,cust_xswy0szk,2022-04-25,2022-04-25,approved,2022-04-25,2022-05-01,500,1000,2022-04-25,2022-04-25
app_v7gp3v0t,cust_131v0up5,2024-07-14,2024-07-14,approved,2024-07-15,2024-07-18,5000,1000,2024-07-14,2024-07-15
app_mlov6isi,cust_2jpkor3a,2023-05-01,2023-05-01,rejected,2023-05-03,,5000,,2023-05-01,2023-05-03
app_m0h2hwsj,cust_86k24zn0,2023-12-16,2023-12-16,approved,2023-12-16,2023-12-22,500,1500,2023-12-16,2023-12-16
app_slr4v8b9,cust_r07vppm8,2022-12-15,2022-12-16,rejected,2022-12-17,,5000,,2022-12-15,2022-12-17
app_cvkngu9t,cust_76d2kjrz,2022-05-09,2022-05-09,approved,2022-05-09,2022-05-13,500,2000,2022-05-09,2022-05-09
app_ckw1qv15,cust_w80uxn3e,2023-02-12,2023-02-12,rejected,2023-02-13,,1000,,2023-02-12,2023-02-13
app_ccojagqy,cust_cfk3ekwh,2024-01-01,2024-01-01,approved,2024-01-01,2024-01-06,3000,2000,2024-01-01,2024-01-01
app_qjqz248w,cust_f33dnreh,2024-01-05,2024-01-05,rejected,2024-01-05,,1000,,2024-01-05,2024-01-05
app_n43g48df,cust_1xrp4jdv,2022-03-25,2022-03-25,rejected,2022-03-26,,5000,,2022-03-25,2022-03-26
app_ls92gr8y,cust_90mczh78,2023-09-06,2023-09-06,approved,2023-09-07,2023-09-11,1500,500,2023-09-06,2023-09-07
app_dqn972fo,cust_6iaqiijn,2024-02-20,2024-02-20,rejected,2024-02-20,,500,,2024-02-20,2024-02-20
app_zwwcp8tj,cust_hmezvsq3,2023-03-15,2023-03-15,rejected,2023-03-15,,1500,,2023-03-15,2023-03-15
app_o6xb284o,cust_irpdgz2s,2022-05-17,2022-05-17,approved,2022-05-17,2022-05-20,500,1000,2022-05-17,2022-05-17
app_kwgr8cuz,cust_ul7jptgd,2022-02-07,2022-02-07,rejected,2022-02-07,,3000,,2022-02-07,2022-02-07
app_1l8ooxvd,cust_vfd4pi4s,2022-10-01,2022-10-01,rejected,2022-10-02,,3000,,2022-10-01,2022-10-02
app_6pxajmni,cust_ugxns8eh,2023-05-24,2023-05-24,approved,2023-05-25,2023-05-28,1000,1500,2023-05-24,2023-05-25
app_uoxj1iu5,cust_eksk2vpa,2023-07-18,2023-07-18,approved,2023-07-19,2023-07-24,1000,2000,2023-07-18,2023-07-19
app_pczekf82,cust_38i1wr63,2023-08-06,2023-08-07,approved,2023-08-08,2023-08-12,500,500,2023-08-06,2023-08-08
app_fropi6e1,cust_io1mgn8n,2023-11-24,2023-11-24,approved,2023-11-24,2023-11-29,5000,500,2023-11-24,2023-11-24
app_9szrvhrz,cust_nixc6odr,2024-02-09,2024-02-09,approved,2024-02-11,2024-02-14,1500,2000,2024-02-09,2024-02-11
app_se5t42pe,cust_p9j1plih,2024-05-06,2024-05-06,rejected,2024-05-07,,5000,,2024-05-06,2024-05-07
app_7vmyni4z,cust_ik5z9rvk,2023-12-04,2023-12-04,approved,2023-12-04,2023-12-11,1500,1500,2023-12-04,2023-12-04
app_ia4138r6,cust_0fuviv6t,2022-06-14,2022-06-14,rejected,2022-06-15,,1000,,2022-06-14,2022-06-15
app_oneoma9k,cust_o2xzdirh,2022-10-10,2022-10-11,approved,2022-10-11,2022-10-16,5000,1000,2022-10-10,2022-10-11
app_jj6ufwo7,cust_dtprtzuf,2023-08-09,2023-08-10,rejected,2023-08-10,,500,,2023-08-09,2023-08-10
app_q0uivpxe,cust_h12pgx40,2022-12-22,2022-12-22,approved,2022-12-23,2022-12-28,3000,500,2022-12-22,2022-12-23
app_wyodfcmo,cust_gde74v6a,2024-03-24,2024-03-24,approved,2024-03-24,2024-03-29,1000,500,2024-03-24,2024-03-24
app_myxf7x98,cust_go6zudo9,2022-02-26,2022-02-26,approved,2022-02-26,2022-03-03,3000,1500,2022-02-26,2022-02-26
app_tkrew1g1,cust_8h7pr28j,2022-08-07,2022-08-07,approved,2022-08-08,2022-08-14,5000,500,2022-08-07,2022-08-08
app_7c189vuz,cust_ccr9d47d,2024-03-11,2024-03-11,approved,2024-03-12,2024-03-16,3000,1500,2024-03-11,2024-03-12
app_7g32i8uv,cust_2e52dy73,2022-10-16,2022-10-16,approved,2022-10-17,2022-10-23,2000,500,2022-10-16,2022-10-17
app_4u3inonm,cust_uxke4qwl,2024-10-01,2024-10-01,rejected,2024-10-02,,1500,,2024-10-01,2024-10-02
app_pqzz0ib8,cust_eukifm5c,2023-05-14,2023-05-14,rejected,2023-05-15,,500,,2023-05-14,2023-05-15
app_69b4w2hf,cust_8gct3m9g,2024-11-09,2024-11-09,rejected,2024-11-10,,3000,,2024-11-09,2024-11-10
app_dx05wlbb,cust_zczvvws6,2024-01-22,2024-01-22,rejected,2024-01-23,,5000,,2024-01-22,2024-01-23
app_0ju9x8qg,cust_9bd9zmq7,2024-04-27,2024-04-27,approved,2024-04-28,2024-05-03,1000,1500,2024-04-27,2024-04-28
app_yb056b5o,cust_gwdfo1nn,2023-06-27,2023-06-27,approved,2023-06-27,2023-07-01,5000,500,2023-06-27,2023-06-27
app_9l5pmrau,cust_97ei9nx8,2023-01-31,2023-01-31,approved,2023-02-01,2023-02-08,1000,2000,2023-01-31,2023-02-01
app_noy6t0cd,cust_a89otcj8,2022-08-04,2022-08-04,approved,2022-08-05,2022-08-12,1000,1500,2022-08-04,2022-08-05
app_p22040tb,cust_ze5xfffg,2022-12-06,2022-12-06,approved,2022-12-07,2022-12-11,2000,500,2022-12-06,2022-12-07
app_o30po3ji,cust_x7mr9vqi,2022-10-05,2022-10-05,rejected,2022-10-06,,3000,,2022-10-05,2022-10-06
app_mryv39f7,cust_k57icl12,2024-11-28,2024-11-29,approved,2024-11-29,2024-12-03,1000,2000,2024-11-28,2024-11-29
app_pb15mchu,cust_2k5ebdst,2023-04-07,2023-04-07,approved,2023-04-07,2023-04-12,500,2000,2023-04-07,2023-04-07
app_t6qvjzh7,cust_a3t862vl,2022-03-01,2022-03-01,approved,2022-03-01,2022-03-07,1000,500,2022-03-01,2022-03-01
app_y08m8osg,cust_qjpbofo7,2024-05-29,2024-05-29,approved,2024-05-29,2024-06-04,3000,2000,2024-05-29,2024-05-29
app_s4mqz2eh,cust_23tyifjh,2024-11-25,2024-11-25,approved,2024-11-26,2024-12-01,3000,1000,2024-11-25,2024-11-26
app_rmppc3hp,cust_zm7odtlk,2022-03-18,2022-03-18,rejected,2022-03-18,,1000,,2022-03-18,2022-03-18
app_f5c5au9q,cust_fqi1hf2y,2023-08-25,2023-08-25,approved,2023-08-25,2023-08-30,1500,500,2023-08-25,2023-08-25
app_hsz3mo7l,cust_ekot16mi,2023-01-12,2023-01-12,approved,2023-01-12,2023-01-18,5000,1000,2023-01-12,2023-01-12
app_abfosorn,cust_o9318eif,2022-04-22,2022-04-22,approved,2022-04-22,2022-04-25,3000,1000,2022-04-22,2022-04-22
app_l1b8w1p8,cust_pybuxhwr,2024-10-09,2024-10-09,approved,2024-10-10,2024-10-15,3000,1500,2024-10-09,2024-10-10
app_iigx5jt6,cust_xpngmzyz,2022-05-16,2022-05-16,rejected,2022-05-16,,500,,2022-05-16,2022-05-16
app_5polsjve,cust_uw6ik209,2022-10-23,2022-10-23,approved,2022-10-23,2022-10-29,1000,2000,2022-10-23,2022-10-23
app_mjqvmpnk,cust_21knpkia,2022-09-02,2022-09-02,approved,2022-09-03,2022-09-09,2000,500,2022-09-02,2022-09-03
app_i08wojp2,cust_dcqr8zmm,2024-09-03,2024-09-03,approved,2024-09-04,2024-09-10,2000,1000,2024-09-03,2024-09-04
app_707oill5,cust_t3xrbx2w,2022-12-14,2022-12-14,approved,2022-12-15,2022-12-18,5000,2000,2022-12-14,2022-12-15
app_owktif0y,cust_7awrpmeh,2024-10-08,2024-10-08,approved,2024-10-09,2024-10-13,2000,1000,2024-10-08,2024-10-09
app_u3y448ok,cust_wzxnhrc4,2023-10-04,2023-10-04,rejected,2023-10-05,,2000,,2023-10-04,2023-10-05
app_s8x3cck7,cust_1i1uz5zc,2022-11-18,2022-11-18,approved,2022-11-18,2022-11-21,1000,2000,2022-11-18,2022-11-18
app_gj0x6rlz,cust_wer8zdxh,2024-11-13,2024-11-13,approved,2024-11-13,2024-11-20,500,1000,2024-11-13,2024-11-13
app_y2gu7vld,cust_sbdj532f,2024-06-20,2024-06-20,approved,2024-06-20,2024-06-24,3000,1000,2024-06-20,2024-06-20
app_rpwdd5d1,cust_5cfgk7h3,2023-06-17,2023-06-17,approved,2023-06-17,2023-06-24,3000,1500,2023-06-17,2023-06-17
app_q8uc5kio,cust_aoeultmd,2022-05-20,2022-05-20,approved,2022-05-21,2022-05-24,500,1000,2022-05-20,2022-05-21
app_mtcorke0,cust_g80zwvhy,2023-07-12,2023-07-12,approved,2023-07-12,2023-07-19,1500,2000,2023-07-12,2023-07-12
app_mzfopdjj,cust_x6g2krt4,2022-01-30,2022-01-30,approved,2022-01-30,2022-02-04,1000,500,2022-01-30,2022-01-30
app_uwpauszs,cust_eeszbaiv,2022-10-26,2022-10-26,approved,2022-10-27,2022-10-31,5000,1500,2022-10-26,2022-10-27
app_29dxwf6h,cust_fiq0fcuz,2023-11-01,2023-11-01,rejected,2023-11-02,,2000,,2023-11-01,2023-11-02
app_3rei5i8j,cust_oohf59sh,2022-09-13,2022-09-13,rejected,2022-09-14,,1500,,2022-09-13,2022-09-14
app_x95p48i8,cust_a2f9to0w,2023-03-27,2023-03-27,approved,2023-03-27,2023-04-03,3000,2000,2023-03-27,2023-03-27
app_4tokyi2b,cust_65va97kz,2022-04-21,2022-04-21,rejected,2022-04-21,,2000,,2022-04-21,2022-04-21
app_be5xnaob,cust_67n385c6,2023-09-16,2023-09-16,approved,2023-09-17,2023-09-21,1500,1000,2023-09-16,2023-09-17
app_p6bi0mjc,cust_zc5hssx0,2022-03-16,2022-03-16,rejected,2022-03-16,,3000,,2022-03-16,2022-03-16
app_egdwaxpc,cust_mnschlsx,2023-08-05,2023-08-05,rejected,2023-08-05,,3000,,2023-08-05,2023-08-05
app_yfxywgfe,cust_hwa7slkd,2024-07-30,2024-07-30,rejected,2024-07-30,,2000,,2024-07-30,2024-07-30
app_nhtrh6r1,cust_q6d6suzr,2022-08-11,2022-08-11,approved,2022-08-12,2022-08-16,1500,2000,2022-08-11,2022-08-12
app_526wt46e,cust_spdu3nm0,2024-12-23,2024-12-23,approved,2024-12-24,2024-12-31,1500,1000,2024-12-23,2024-12-24
app_hhy162n3,cust_lb8tnjxc,2024-01-02,2024-01-02,approved,2024-01-03,2024-01-10,1500,1500,2024-01-02,2024-01-03
app_ejm9mer6,cust_iix1sknx,2022-07-17,2022-07-17,rejected,2022-07-17,,3000,,2022-07-17,2022-07-17
app_sx31fbs5,cust_l37pr5a5,2023-03-17,2023-03-17,approved,2023-03-17,2023-03-20,2000,1000,2023-03-17,2023-03-17
app_75hsa5ra,cust_g1puxjcn,2022-05-24,2022-05-24,approved,2022-05-25,2022-05-29,2000,2000,2022-05-24,2022-05-25
app_uxsqkbxc,cust_8at37a67,2022-09-21,2022-09-21,approved,2022-09-23,2022-09-27,1000,500,2022-09-21,2022-09-23
app_nkb3i3zz,cust_5482q78e,2024-11-22,2024-11-22,approved,2024-11-22,2024-11-25,5000,1500,2024-11-22,2024-11-22
app_5oodyipv,cust_oava6fbf,2023-08-19,2023-08-19,rejected,2023-08-19,,3000,,2023-08-19,2023-08-19
app_z0ic0pdf,cust_b0r3x9dw,2024-06-01,2024-06-01,approved,2024-06-01,2024-06-08,5000,1000,2024-06-01,2024-06-01
app_l8bjxr6v,cust_zp1oqkv0,2024-03-03,2024-03-03,rejected,2024-03-03,,3000,,2024-03-03,2024-03-03
app_dw7jol5j,cust_u1iwaayr,2023-05-24,2023-05-24,approved,2023-05-25,2023-06-01,2000,1500,2023-05-24,2023-05-25
app_es0ry6ly,cust_y46v57hl,2024-11-23,2024-11-23,approved,2024-11-23,2024-11-29,3000,1000,2024-11-23,2024-11-23
app_ijw3vn5n,cust_kou3n8z7,2024-03-09,2024-03-09,approved,2024-03-09,2024-03-13,500,500,2024-03-09,2024-03-09
app_awgwmvrw,cust_d9rexpfs,2023-10-09,2023-10-09,approved,2023-10-10,2023-10-16,3000,500,2023-10-09,2023-10-10
app_y2c8lkej,cust_da1k3re8,2023-03-12,2023-03-12,rejected,2023-03-13,,2000,,2023-03-12,2023-03-13
app_w2kpkcmq,cust_cpea74tb,2024-12-27,2024-12-27,approved,2024-12-27,2025-01-01,3000,2000,2024-12-27,2024-12-27
app_6ih4ugad,cust_t71wb0bj,2023-04-19,2023-04-19,rejected,2023-04-19,,2000,,2023-04-19,2023-04-19
app_l270hok0,cust_txs3fews,2023-12-30,2023-12-30,rejected,2023-12-30,,1500,,2023-12-30,2023-12-30
app_icdq113f,cust_91456h95,2022-07-06,2022-07-06,approved,2022-07-06,2022-07-12,500,2000,2022-07-06,2022-07-06
app_8olmijv8,cust_i5p7vwkf,2022-09-29,2022-09-29,approved,2022-09-30,2022-10-03,1500,2000,2022-09-29,2022-09-30
app_duscr8vo,cust_0mb0orr5,2024-11-25,2024-11-25,rejected,2024-11-26,,1000,,2024-11-25,2024-11-26
app_e8m5200z,cust_8oit6ya0,2024-03-30,2024-03-30,approved,2024-03-30,2024-04-03,1500,500,2024-03-30,2024-03-30
app_isdtfyt8,cust_fppsyazh,2024-04-06,2024-04-07,rejected,2024-04-08,,500,,2024-04-06,2024-04-08
app_xx70c0ps,cust_94na46n0,2022-03-22,2022-03-22,approved,2022-03-22,2022-03-25,5000,2000,2022-03-22,2022-03-22
app_erk5vte0,cust_1d8nruu8,2022-11-03,2022-11-03,approved,2022-11-03,2022-11-08,3000,1500,2022-11-03,2022-11-03
app_gnacul3n,cust_tpx4lpcx,2022-04-14,2022-04-14,approved,2022-04-14,2022-04-17,3000,1000,2022-04-14,2022-04-14
app_ipba5mj9,cust_sq4rx9wx,2022-11-03,2022-11-03,rejected,2022-11-03,,1000,,2022-11-03,2022-11-03
app_6pltgsdb,cust_axowrg1a,2023-12-18,2023-12-18,approved,2023-12-19,2023-12-23,1500,500,2023-12-18,2023-12-19
app_bw6gl56i,cust_3wagb2rh,2022-10-24,2022-10-24,approved,2022-10-24,2022-10-28,1000,1500,2022-10-24,2022-10-24
app_ba8jpowj,cust_j2qi80ka,2023-11-20,2023-11-20,rejected,2023-11-20,,2000,,2023-11-20,2023-11-20
app_1q6i7uul,cust_oxv6y6jz,2024-10-24,2024-10-24,rejected,2024-10-25,,1000,,2024-10-24,2024-10-25
app_mw7dgznl,cust_lcnptt3m,2024-11-27,2024-11-27,approved,2024-11-28,2024-12-03,2000,2000,2024-11-27,2024-11-28
app_j16cj1we,cust_0i7mtpfo,2024-10-23,2024-10-23,approved,2024-10-23,2024-10-29,1000,500,2024-10-23,2024-10-23
app_g1shi7qu,cust_bxqnq76k,2022-12-10,2022-12-10,rejected,2022-12-11,,3000,,2022-12-10,2022-12-11
app_k18o84nc,cust_zvtof3bh,2022-12-29,2022-12-29,rejected,2022-12-30,,5000,,2022-12-29,2022-12-30
app_6sabjfik,cust_mmyywkmx,2022-07-22,2022-07-22,approved,2022-07-23,2022-07-28,2000,1000,2022-07-22,2022-07-23
app_1t45ohfs,cust_jyyiir41,2023-02-20,2023-02-20,rejected,2023-02-21,,2000,,2023-02-20,2023-02-21
app_elqxnv0k,cust_mb9gm53f,2024-06-23,2024-06-23,approved,2024-06-23,2024-06-26,1000,1500,2024-06-23,2024-06-23
app_viw9quxq,cust_bnigzmk8,2023-06-27,2023-06-27,approved,2023-06-28,2023-07-04,1000,1000,2023-06-27,2023-06-28
app_2p5rp8qc,cust_tdqijd44,2023-10-15,2023-10-15,approved,2023-10-16,2023-10-23,1500,2000,2023-10-15,2023-10-16
app_grpb05ej,cust_gp5gpsss,2024-06-27,2024-06-27,approved,2024-06-28,2024-07-01,500,2000,2024-06-27,2024-06-28
app_ff7x0gaa,cust_d3i2iwmc,2024-10-30,2024-10-30,approved,2024-10-30,2024-11-02,3000,1500,2024-10-30,2024-10-30
app_n5o4i4hn,cust_vf36zpi2,2022-12-23,2022-12-23,rejected,2022-12-23,,5000,,2022-12-23,2022-12-23
app_zt2r9p3h,cust_t2iiennn,2023-01-17,2023-01-18,rejected,2023-01-19,,1500,,2023-01-17,2023-01-19
app_7vd8uq8l,cust_kj6szxi5,2024-02-26,2024-02-26,approved,2024-02-27,2024-03-05,500,1500,2024-02-26,2024-02-27
app_whbmpfl7,cust_xvrydafv,2024-09-09,2024-09-09,approved,2024-09-10,2024-09-13,1500,1000,2024-09-09,2024-09-10
app_qq5oii4x,cust_uclhq2ea,2022-10-09,2022-10-09,approved,2022-10-10,2022-10-16,2000,1000,2022-10-09,2022-10-10
app_tffrvcuy,cust_404c5cjb,2023-01-17,2023-01-17,approved,2023-01-17,2023-01-22,1500,1000,2023-01-17,2023-01-17
app_umtvht6g,cust_rw50lmbv,2024-11-02,2024-11-02,approved,2024-11-02,2024-11-08,5000,500,2024-11-02,2024-11-02
app_7gxw3u45,cust_a22jyqmw,2022-11-25,2022-11-25,approved,2022-11-25,2022-11-28,1000,1000,2022-11-25,2022-11-25
app_r8vtrwqk,cust_3xqc5lik,2022-05-14,2022-05-14,rejected,2022-05-15,,5000,,2022-05-14,2022-05-15
app_7gxxngv3,cust_tnibth05,2024-04-01,2024-04-01,rejected,2024-04-02,,2000,,2024-04-01,2024-04-02
app_sxxeyidq,cust_iuyd7rin,2022-02-05,2022-02-05,rejected,2022-02-06,,2000,,2022-02-05,2022-02-06
app_2y60tnia,cust_gbmczdbr,2022-01-22,2022-01-22,approved,2022-01-22,2022-01-28,1500,2000,2022-01-22,2022-01-22
app_tdxi6x0q,cust_2y4lgqtc,2022-09-04,2022-09-04,approved,2022-09-04,2022-09-07,500,1500,2022-09-04,2022-09-04
app_0qglwl7a,cust_7nrqh4s0,2022-04-18,2022-04-18,rejected,2022-04-18,,1000,,2022-04-18,2022-04-18
app_n8s0wix4,cust_knckonrh,2023-04-22,2023-04-22,rejected,2023-04-22,,1500,,2023-04-22,2023-04-22
app_gvmqeyl0,cust_jltuv67h,2023-04-26,2023-04-26,rejected,2023-04-27,,1500,,2023-04-26,2023-04-27
app_3f0nw2xj,cust_i0ycm90f,2022-09-18,2022-09-18,approved,2022-09-19,2022-09-25,500,1500,2022-09-18,2022-09-19
app_11347num,cust_kbjn7fdt,2023-01-13,2023-01-13,approved,2023-01-14,2023-01-21,1500,2000,2023-01-13,2023-01-14
app_oae0yvq7,cust_tqv9ob3m,2024-07-25,2024-07-25,approved,2024-07-25,2024-07-29,5000,2000,2024-07-25,2024-07-25
app_ygh3dbnx,cust_u6uqvl7e,2024-10-30,2024-10-30,rejected,2024-10-30,,2000,,2024-10-30,2024-10-30
app_mcyob9r5,cust_m0ttd78p,2024-10-20,2024-10-20,rejected,2024-10-21,,1500,,2024-10-20,2024-10-21
app_vdh2dbtf,cust_5do3gq83,2024-07-28,2024-07-28,approved,2024-07-29,2024-08-05,2000,500,2024-07-28,2024-07-29
app_4rnrwgde,cust_xac9m2ze,2023-04-26,2023-04-26,approved,2023-04-26,2023-04-30,3000,2000,2023-04-26,2023-04-26
app_dz3awpg8,cust_cwsjb4lv,2022-04-28,2022-04-28,approved,2022-04-28,2022-05-01,1500,1500,2022-04-28,2022-04-28
app_aq2y3fpz,cust_1smp85y7,2022-09-13,2022-09-13,rejected,2022-09-14,,3000,,2022-09-13,2022-09-14
app_upj8f4jd,cust_fl8mpj4z,2023-01-27,2023-01-27,approved,2023-01-27,2023-01-30,500,1500,2023-01-27,2023-01-27
app_p702agec,cust_xm8bvzl5,2024-08-14,2024-08-14,rejected,2024-08-15,,1000,,2024-08-14,2024-08-15
app_xvu19mk4,cust_q7qrerik,2022-02-09,2022-02-09,approved,2022-02-10,2022-02-14,1500,500,2022-02-09,2022-02-10
app_67p574oc,cust_4jys2z3c,2023-06-10,2023-06-10,rejected,2023-06-12,,1500,,2023-06-10,2023-06-12
app_ywy1enmw,cust_txljk85j,2022-03-21,2022-03-21,approved,2022-03-22,2022-03-28,1000,2000,2022-03-21,2022-03-22
app_8xbe3f7n,cust_6g4y3cxl,2023-11-10,2023-11-10,rejected,2023-11-10,,3000,,2023-11-10,2023-11-10
app_oav0pbw2,cust_8innu7pg,2023-01-05,2023-01-05,approved,2023-01-06,2023-01-13,500,1500,2023-01-05,2023-01-06
app_lds98b8n,cust_4wt1vawi,2023-10-14,2023-10-14,approved,2023-10-14,2023-10-18,1000,2000,2023-10-14,2023-10-14
app_iuxaq8fl,cust_ysgohksv,2023-05-13,2023-05-13,rejected,2023-05-14,,5000,,2023-05-13,2023-05-14
app_ze4cys9b,cust_pw0s1nkk,2023-01-05,2023-01-05,approved,2023-01-05,2023-01-12,1500,2000,2023-01-05,2023-01-05
app_ht3ax567,cust_jm3um94w,2024-12-23,2024-12-23,approved,2024-12-23,2024-12-28,500,500,2024-12-23,2024-12-23
app_8dzlldnz,cust_45ip65pl,2023-11-19,2023-11-19,approved,2023-11-19,2023-11-26,1500,2000,2023-11-19,2023-11-19
app_auw9ze1n,cust_ethbvvjt,2024-08-17,2024-08-17,approved,2024-08-17,2024-08-24,1500,2000,2024-08-17,2024-08-17
app_xc1ipn71,cust_yspqtuqo,2022-08-18,2022-08-18,approved,2022-08-19,2022-08-25,1000,1500,2022-08-18,2022-08-19
app_f64e4nyd,cust_x2oz2imb,2023-07-07,2023-07-07,approved,2023-07-08,2023-07-11,1500,1500,2023-07-07,2023-07-08
